ID,ANC_M,HANDSET,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,RFM_SCORE,SEGMENT_RFM,CHURN,SCORE_CHURN,RISQUE_CHURN,ACTION_RETENTION
C5733_454,261,4G,Bonus 900%,0.0,12.0,469.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85124545,69,2G,Standard,0.0,6.0,52.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06354546,69,4G,Bonus 1000%,0.0,11.0,124.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22164546,69,4G,Standard,0.0,12.0,250.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23944546,69,4G,Standard,0.0,12.0,159.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44704546,69,2G,Bonus 1000%,0.0,12.0,405.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53304546,69,4G,Standard,1.0,11.0,129.0,6,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60304546,69,4G,Standard,0.0,11.0,144.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C74624546,69,2G,Standard,0.0,12.0,314.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04274547,69,2G,Standard,0.0,11.0,91.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43644547,69,4G,Standard,1.0,7.0,23.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87994547,69,4G,Standard,0.0,12.0,116.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7880_454,242,4G,Bonus 900%,0.0,12.0,152.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7994_454,240,4G,Standard,0.0,12.0,190.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16184548,69,4G,Standard,0.0,12.0,625.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C42054548,69,4G,Standard,0.0,12.0,136.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63904548,69,2G,Bonus,0.0,12.0,431.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02664549,68,2G,Standard,0.0,12.0,400.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12644549,68,4G,Standard,0.0,12.0,303.04,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17844549,68,2G,Standard,0.0,8.0,43.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C47484549,68,4G,Bonus,0.0,12.0,492.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C9692_454,216,2G,Bonus 1000%,0.0,12.0,849.4,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C76104549,68,4G,Standard,0.0,11.0,125.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C9912_454,248,2G,Bonus 1000%,0.0,12.0,313.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C09294550,68,4G,Standard,0.0,12.0,334.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12284550,68,4G,Standard,0.0,11.0,14.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23364550,68,4G,Standard,0.0,12.0,112.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40094550,68,4G,Standard,0.0,4.0,17.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59314550,68,4G,Standard,0.0,11.0,198.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0604_455,239,2G,Bonus 1500%,0.0,12.0,95.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94274550,68,nan,Standard,0.0,12.0,120.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96144550,68,4G,Standard,0.0,10.0,199.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96524550,68,4G,Standard,0.0,12.0,179.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16344551,68,2G,Standard,0.0,12.0,405.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16904551,68,4G,Standard,0.0,12.0,266.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21744551,68,4G,Standard,0.0,9.0,27.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39084551,68,4G,Standard,0.0,12.0,620.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54324551,68,4G,Standard,0.0,12.0,67.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54764551,68,2G,Bonus,0.0,8.0,49.7,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C01974552,68,4G,Standard,0.0,12.0,328.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07944552,68,4G,Standard,0.0,12.0,193.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16634552,68,2G,Standard,0.0,12.0,700.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2322_455,249,2G,Bonus 900%,0.0,7.0,74.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39054552,67,4G,Standard,0.0,12.0,843.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C43004552,68,4G,Standard,0.0,12.0,328.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2676_455,261,4G,Bonus 300%,0.0,12.0,398.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C72274552,67,4G,Standard,0.0,12.0,423.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C18354553,68,4G,Standard,0.0,12.0,300.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20154553,68,4G,Standard,0.0,12.0,812.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75954553,68,4G,Bonus,0.0,12.0,380.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C76744553,68,4G,Standard,0.0,10.0,74.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02604554,68,5G,Standard,0.0,11.0,30.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27434554,68,2G,Standard,0.0,12.0,251.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C55734554,67,4G,Standard,0.0,12.0,235.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68054554,67,nan,Standard,0.0,12.0,319.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C76294554,67,4G,Standard,0.0,11.0,52.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91094554,67,4G,Standard,0.0,11.0,607.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04564555,67,2G,Ad-On,0.0,12.0,127.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C5167_455,238,3G,Bonus 900%,0.0,12.0,565.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22134555,67,nan,Standard,0.0,9.0,92.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22344555,67,4G,Standard,0.0,12.0,691.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C25614555,67,2G,Standard,0.0,12.0,225.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50684555,67,4G,Standard,0.0,5.0,94.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C52504555,67,4G,Bonus,0.0,12.0,87.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53644555,67,4G,Standard,0.0,1.0,38.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65224555,67,4G,Bonus 900%,0.0,12.0,145.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89074555,67,4G,Standard,0.0,12.0,445.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C14504556,67,4G,Bonus,0.0,12.0,87.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C15534556,67,4G,Standard,0.0,11.0,126.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21384556,67,4G,Standard,0.0,12.0,198.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32524556,67,4G,Standard,0.0,12.0,70.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35444556,67,4G,Standard,0.0,12.0,319.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C46214556,67,2G,Standard,0.0,12.0,224.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69074556,67,4G,Standard,0.0,12.0,215.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6781_455,237,2G,Bonus 900%,0.0,12.0,105.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94064556,67,4G,Standard,0.0,12.0,113.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C01604557,67,4G,Standard,0.0,11.0,102.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04164557,67,4G,Standard,0.0,12.0,338.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30514557,67,4G,Bonus 1000%,0.0,12.0,144.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C31454557,67,2G,Bonus 1000%,0.0,11.0,61.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C62824557,67,4G,Bonus,0.0,12.0,130.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67734557,67,4G,Standard,0.0,12.0,183.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69564557,67,4G,Standard,0.0,12.0,502.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86694557,67,2G,Standard,0.0,12.0,220.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90624557,67,2G,Standard,0.0,12.0,340.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C7922_455,246,4G,Bonus 1500%,0.0,12.0,50.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97664557,67,4G,Bonus,0.0,11.0,52.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04864558,67,4G,Ad-On,0.0,12.0,94.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07534558,67,4G,Bonus,0.0,9.0,47.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C14974558,67,4G,Standard,0.0,8.0,32.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C18694558,67,4G,Standard,0.0,11.0,402.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8292_455,262,4G,Standard,0.0,12.0,438.4,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34974558,67,2G,Standard,0.0,12.0,537.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39594558,67,4G,Bonus 1500%,0.0,12.0,170.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41934558,67,4G,Standard,0.0,12.0,48.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60824558,67,3G,Bonus,0.0,8.0,32.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83534558,67,2G,Standard,0.0,12.0,245.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90004558,67,4G,Bonus,0.0,12.0,67.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02174559,67,4G,Bonus,0.0,12.0,82.4,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03554559,67,4G,Standard,0.0,12.0,130.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06024559,67,4G,Standard,0.0,10.0,35.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11874559,67,4G,Standard,0.0,12.0,645.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53914559,67,4G,Standard,0.0,12.0,380.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C55744559,67,4G,Standard,0.0,12.0,156.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59824559,67,2G,Standard,0.0,12.0,165.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69434559,67,4G,Standard,0.0,12.0,258.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C80044559,67,4G,Standard,0.0,12.0,374.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81404559,67,4G,Bonus 1000%,0.0,12.0,214.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85964559,67,4G,Standard,0.0,12.0,150.28,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89274559,67,4G,Standard,0.0,11.0,63.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89504559,67,4G,Standard,0.0,12.0,896.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95864559,67,5G,Standard,0.0,12.0,554.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97954559,67,4G,Standard,0.0,12.0,474.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04564560,67,4G,Standard,0.0,9.0,43.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07954560,67,5G,Standard,0.0,11.0,252.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10024560,67,4G,Standard,0.0,12.0,239.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26524560,67,4G,Standard,0.0,12.0,411.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50434560,67,5G,Standard,0.0,12.0,321.56,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54564560,67,5G,Standard,0.0,11.0,341.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C57294560,67,4G,Standard,0.0,12.0,338.5,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64734560,67,4G,Standard,0.0,12.0,214.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65414560,67,4G,Standard,0.0,12.0,205.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0798_456,243,4G,Bonus 1000%,0.0,12.0,397.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00194561,67,4G,Standard,0.0,12.0,276.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17734561,67,4G,Standard,0.0,11.0,247.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29344561,67,3G,Standard,0.0,12.0,76.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37754561,67,4G,Standard,0.0,12.0,343.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C50364561,67,2G,Standard,0.0,11.0,502.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C52354561,67,4G,Bonus,1.0,10.0,208.0,6,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53274561,67,4G,Standard,0.0,10.0,170.78,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C81374561,67,4G,Standard,0.0,11.0,49.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87234561,67,4G,Standard,0.0,12.0,333.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96734561,67,2G,Bonus 1000%,0.0,11.0,37.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06934562,67,2G,Standard,0.0,12.0,310.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07254562,67,4G,Standard,0.0,12.0,462.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C08334562,67,4G,Bonus 1500%,0.0,12.0,187.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22674562,67,5G,Standard,1.0,11.0,250.0,8,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C25364562,67,4G,Standard,0.0,12.0,288.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34324562,67,5G,Standard,0.0,11.0,143.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38244562,67,4G,Standard,0.0,11.0,169.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53764562,67,4G,Bonus,0.0,6.0,130.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59004562,67,2G,Standard,0.0,12.0,220.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60224562,67,4G,Standard,1.0,6.0,36.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C62244562,67,2G,Standard,0.0,12.0,497.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C62264562,67,4G,Standard,0.0,12.0,550.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68144562,67,4G,Standard,0.0,11.0,59.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82864562,67,4G,Standard,0.0,12.0,159.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22294563,67,3G,Standard,0.0,12.0,158.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29494563,67,4G,Standard,1.0,11.0,57.0,5,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41054563,67,5G,Standard,0.0,12.0,203.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41994563,67,4G,Standard,0.0,12.0,65.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54154563,67,2G,Standard,0.0,12.0,484.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58254563,67,4G,Standard,0.0,12.0,275.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65864563,67,4G,Standard,0.0,12.0,260.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C93674563,67,4G,Standard,0.0,12.0,341.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06494564,67,4G,Bonus 900%,0.0,12.0,839.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10864564,67,2G,Standard,0.0,11.0,40.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11714564,67,4G,Standard,0.0,12.0,103.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35044564,67,2G,Standard,0.0,12.0,124.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C45484564,66,2G,Standard,1.0,6.0,23.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65814564,67,4G,Ad-On,0.0,8.0,145.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69554564,67,4G,Bonus 1500%,1.0,11.0,118.0,6,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75714564,67,4G,Standard,0.0,12.0,212.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C80054564,67,4G,Standard,0.0,12.0,409.14,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4812_456,248,4G,Bonus 1500%,0.0,12.0,704.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
